node1,label,node2
Lewys,in,cluster_627
Norne Goodbrother,in,cluster_200
Kyle Royce,in,cluster_1907
Taena of Myr,in,cluster_11
Alla Tyrell,in,cluster_11
Stripped (formerly Brightwater Keep),in,cluster_11
Larys Strong,in,cluster_1917
House Cargyll,in,cluster_26
Mathis Frey,in,cluster_1675
Porther,in,cluster_1656
Lucas Blackwood,in,cluster_1656
Vylarr,in,cluster_35
Squint,in,cluster_200
Lynesse Hightower,in,cluster_11
Fairmarket,in,cluster_200
Helicent Uffering,in,cluster_11
Rhialta Vance,in,cluster_1917
Edwyle Stark,in,cluster_1656
Rickard Stark,in,cluster_1656
Rolder,in,cluster_35
Calla Blackfyre,in,cluster_26
Willem Lannister,in,cluster_35
House Marsh,in,cluster_1656
Jonos Stark,in,cluster_1656
Walter Whent,in,cluster_35
Hornwood,in,cluster_1656
Dorea Sand,in,cluster_26
House Dryland,in,cluster_26
Leonette Fossoway,in,cluster_11
Aenys Frey,in,cluster_1675
Herbert Bolling,in,cluster_627
Edwyn Stark,in,cluster_1656
Arianne Tarth,in,cluster_627
Zhoe Blanetree,in,cluster_1917
Buford Bulwer,in,cluster_11
Cregan Karstark,in,cluster_1917
Preston Greenfield,in,cluster_1675
Wyman Manderly,in,cluster_1656
Josmyn Peckledon,in,cluster_35
Edmund Waxley,in,cluster_1907
Baelish,in,cluster_1907
Lucas Roote,in,cluster_1917
Sarella Sand,in,cluster_26
House Longwaters,in,cluster_26
Nan,in,cluster_1656
Myranda Royce,in,cluster_1907
Waymar Royce,in,cluster_1907
Quellon Humble,in,cluster_200
Barbara Bracken,in,cluster_1675
Addam Osgrey,in,cluster_1675
Otto Hightower,in,cluster_11
Willem Wylde,in,cluster_627
"The Hightower, Oldtown",in,cluster_11
Aron Santagar,in,cluster_26
Morros Slynt,in,cluster_26
Gysella Goodbrother,in,cluster_200
Burton Crakehall,in,cluster_1917
Rills,in,cluster_1656
Jate Blackberry,in,cluster_627
Ryk,in,cluster_200
Munda,in,cluster_200
Dorcas,in,cluster_35
Quent,in,cluster_1656
House Perryn,in,cluster_1917
Donnel Waynwood,in,cluster_26
Rhaegel Targaryen,in,cluster_26
Alester Tyrell,in,cluster_11
Addam Marbrand,in,cluster_35
Willem Frey,in,cluster_1917
Ten Towers,in,cluster_200
Barba Bracken,in,cluster_1675
Rymolf,in,cluster_200
Valarr Targaryen,in,cluster_26
Gilly,in,cluster_200
Arryk,in,cluster_11
Willow Wood,in,cluster_1917
Carellen Smallwood,in,cluster_1917
Alan,in,cluster_35
Lamprey,in,cluster_627
The Ring,in,cluster_11
Urzen,in,cluster_200
Elinor Tyrell,in,cluster_11
Alyn Velaryon,in,cluster_26
Lorent Marbrand,in,cluster_35
Jaime Lannister,in,cluster_35
Roger Ryswell,in,cluster_1656
Harmund Sharp,in,cluster_200
Wendel Frey,in,cluster_1675
Dontos Hollard,in,cluster_26
Jasper Redfort,in,cluster_1907
Baelor Blacktyde,in,cluster_200
Lorimer,in,cluster_35
Larence Snow,in,cluster_1656
Gregor Clegane,in,cluster_35
Cerrick,in,cluster_11
Ellery Vance,in,cluster_1656
Ossy,in,cluster_1907
Longbow Hall,in,cluster_627
Sam Stoops,in,cluster_1675
William Mooton,in,cluster_627
House Briar,in,cluster_26
Tumbleton,in,cluster_11
Arthur Ambrose,in,cluster_11
Shiera Seastar,in,cluster_26
Torrhen's Square,in,cluster_1656
Symond Templeton,in,cluster_1907
Donal Noye,in,cluster_627
Liane Vance,in,cluster_1917
Whalen Frey,in,cluster_1675
Erren Florent,in,cluster_11
Hayford,in,cluster_26
Jeor Mormont,in,cluster_1656
Wayfarer's Rest,in,cluster_1917
Cleyton Caswell,in,cluster_1917
Damon,in,cluster_1656
Gwynesse Harlaw,in,cluster_200
Hoster Frey,in,cluster_1675
House Lantell,in,cluster_35
Vayon Poole,in,cluster_1656
Ellyn Ever Sweet,in,cluster_11
Theomore Harlaw,in,cluster_200
Lucas Nayland,in,cluster_1917
Walder Haigh,in,cluster_1675
Mya Stone,in,cluster_1907
Sylas,in,cluster_200
Raynard Ruttiger,in,cluster_35
Hullen,in,cluster_1656
Tyene Sand,in,cluster_26
Stygg,in,cluster_200
New Barrel,in,cluster_11
Garrett Paege,in,cluster_1917
Raymond Nayland,in,cluster_1917
Wolmer,in,cluster_11
House Chambers,in,cluster_1917
Darlessa Marbrand,in,cluster_35
King's Landing,in,cluster_26
Bryen,in,cluster_1917
Standfast,in,cluster_1675
Axell Florent,in,cluster_11
Lord Ashford,in,cluster_627
Vardis Egen,in,cluster_1907
Royce Coldwater,in,cluster_1907
Aemon Rivers,in,cluster_1675
Wolf's Den,in,cluster_1656
Harmond Umber,in,cluster_1656
House Westbrook,in,cluster_11
House Condon,in,cluster_1656
"Harlaw Hall, Harlaw",in,cluster_200
Coldwater Burn,in,cluster_1907
Alyn Connington,in,cluster_627
Kyle Condon,in,cluster_1656
Godwyn,in,cluster_35
Matthos Seaworth,in,cluster_627
House Pyne,in,cluster_26
Benedict I Justman,in,cluster_1917
Tyta Frey,in,cluster_1675
Obara Sand,in,cluster_26
Murmison,in,cluster_26
Salt Shore,in,cluster_1907
Runestone,in,cluster_1907
Balon Botley,in,cluster_200
New Castle in White Harbor,in,cluster_1656
Mors Manwoody,in,cluster_26
Jack Musgood,in,cluster_627
Rickard Ryswell,in,cluster_1656
Alyn Stackspear,in,cluster_35
Hendry Bracken,in,cluster_1675
Tanda Stokeworth,in,cluster_11
Steffon Hollard,in,cluster_26
Roelle,in,cluster_627
Jeyne Poole,in,cluster_1656
The Tor,in,cluster_26
Widow's Watch,in,cluster_1656
Irri,in,cluster_26
Mellara Rivers,in,cluster_1675
Joseth,in,cluster_1656
Barra,in,cluster_627
Old Oak,in,cluster_1917
Elia Sand,in,cluster_26
Claw Isle,in,cluster_26
Mace Tyrell,in,cluster_11
Alerie Hightower,in,cluster_11
Androw Ashford,in,cluster_627
Strongsong,in,cluster_1907
Sweetport Sound,in,cluster_627
Darla Deddings,in,cluster_1917
Theo Frey,in,cluster_1675
Harwood Fell,in,cluster_627
Olyvar Oakheart,in,cluster_1917
Pinkmaiden Castle,in,cluster_1917
Groleo,in,cluster_26
Bradamar Frey,in,cluster_1675
Denys Redwyne,in,cluster_11
Lyanna Stark,in,cluster_1656
Pia,in,cluster_35
Donnel Locke,in,cluster_1656
Jorelle Mormont,in,cluster_1656
Alyn Cockshaw,in,cluster_11
Stony Shore,in,cluster_1656
Alvyn Sharp,in,cluster_200
Dermot,in,cluster_26
Eglantine,in,cluster_26
Ryger Rivers,in,cluster_1675
Jommy,in,cluster_627
Bors,in,cluster_26
The Grey Glen,in,cluster_1907
Willam Stark,in,cluster_1656
Caleotte,in,cluster_26
Walton,in,cluster_1656
House Keath,in,cluster_1917
Fawnton,in,cluster_627
Mark Mullendore,in,cluster_11
Melara Hetherspoon,in,cluster_35
Wayn,in,cluster_1656
House Terrick,in,cluster_1917
Steffon Frey,in,cluster_1675
House Myatt,in,cluster_35
House Bigglestone,in,cluster_1917
Androw Frey,in,cluster_1675
Quentyn Martell,in,cluster_26
Colen of Greenpools,in,cluster_627
Halleck Hoare,in,cluster_1907
Harren Hoare,in,cluster_1907
Tyrek Lannister,in,cluster_35
Lyonel,in,cluster_35
Galbart Glover,in,cluster_1656
Grance Morrigen,in,cluster_627
Alester Oakheart,in,cluster_1917
Steffarion Sparr,in,cluster_200
Shyra Errol,in,cluster_627
Lomas Estermont,in,cluster_26
Aemon Blackfyre,in,cluster_26
Kella,in,cluster_1917
Melissa Blackwood,in,cluster_1656
Viserys Targaryen,in,cluster_26
Rickard Wylde,in,cluster_627
Arwyn Oakheart,in,cluster_1917
Victarion Greyjoy,in,cluster_200
Aemond Targaryen,in,cluster_26
Gerris Drinkwater,in,cluster_26
Rosamund Lannister,in,cluster_35
House Nutt,in,cluster_1917
Gormon Peake,in,cluster_11
Wynton Stout,in,cluster_1656
Moryn Tyrell,in,cluster_11
Griffin's Roost,in,cluster_627
Edwyd Fossoway,in,cluster_11
Jasper Arryn,in,cluster_1907
Perros Blackmont,in,cluster_26
Uplands,in,cluster_11
Dagmer,in,cluster_200
Lucion Lannister,in,cluster_35
Edderion Stark,in,cluster_1656
Edrick Stark,in,cluster_1656
Osmund Kettleblack,in,cluster_26
Hoke,in,cluster_35
Garth Hightower,in,cluster_11
Imry Florent,in,cluster_11
Palla,in,cluster_1656
Damon Paege,in,cluster_1917
Polliver,in,cluster_1675
Lord Harroway's Town,in,cluster_1917
Rodrik Greyjoy,in,cluster_200
Jhiqui,in,cluster_26
Arthur Dayne,in,cluster_26
Hother Umber,in,cluster_1656
Quentyn Ball,in,cluster_11
House Serrett of Silverhill,in,cluster_35
Jeyne Arryn,in,cluster_1907
Rhae Targaryen,in,cluster_26
Seagard,in,cluster_1917
Addison Hill,in,cluster_35
Deziel Dalt,in,cluster_1907
Alysanne Osgrey,in,cluster_1675
Joy Hill,in,cluster_35
Skinner,in,cluster_1656
Greenshield,in,cluster_11
Lann,in,cluster_35
Torrhen Karstark,in,cluster_1917
Lyra Mormont,in,cluster_1656
Morrec,in,cluster_35
Missandei,in,cluster_26
Spottswood,in,cluster_26
Qarl Kenning,in,cluster_200
Downdelving,in,cluster_200
Dykk Harlaw,in,cluster_200
Eleyna Westerling,in,cluster_35
northern mountains,in,cluster_1656
Terrence Toyne,in,cluster_627
Galladon Tarth,in,cluster_627
Osha,in,cluster_1656
Perwyn Frey,in,cluster_1675
Euron Greyjoy,in,cluster_200
Wate,in,cluster_26
Lyarra Stark,in,cluster_1656
Ormond Osgrey,in,cluster_1675
Lester,in,cluster_35
The Crag,in,cluster_35
Bess Bracken,in,cluster_1675
Lonely Light,in,cluster_200
Roose Ryswell,in,cluster_1656
Nissa Nissa,in,cluster_35
Azor Ahai,in,cluster_35
Leana Frey,in,cluster_1675
Sandstone,in,cluster_26
Tysha,in,cluster_1917
Morgarth,in,cluster_1917
Rohanne,in,cluster_26
Lum,in,cluster_35
House Grey,in,cluster_1917
Bandy,in,cluster_1656
Werlag,in,cluster_200
Danelle Lothston,in,cluster_1917
Jon Hollard,in,cluster_26
Alysanne Bracken,in,cluster_1675
Rickon Stark,in,cluster_1656
Harwyn Hoare,in,cluster_1907
Morra,in,cluster_26
Redfort,in,cluster_1907
House Hull,in,cluster_26
House Boggs,in,cluster_1656
Hal,in,cluster_627
Hoare,in,cluster_200
Jasper Wylde,in,cluster_627
Allyria Dayne,in,cluster_26
Dunaver,in,cluster_35
Heward,in,cluster_1656
Manfred Swann,in,cluster_627
Ghost Hill,in,cluster_1656
Littlesister,in,cluster_1907
Dunsen,in,cluster_1675
Volmark,in,cluster_200
Humfrey Beesbury,in,cluster_11
Tal Toraq,in,cluster_26
Crow Spike Keep,in,cluster_200
Cadwyn,in,cluster_35
Lucimore Botley,in,cluster_200
Gwayne Corbray,in,cluster_1907
Riverrun,in,cluster_1917
Ashara Dayne,in,cluster_26
Silverhill,in,cluster_35
Tybolt Lannister,in,cluster_35
Pyke,in,cluster_200
House Brownhill,in,cluster_26
Aeron Greyjoy,in,cluster_200
Lambert Turnberry,in,cluster_35
Gormond Drumm,in,cluster_200
Dale Seaworth,in,cluster_627
Michael Mertyns,in,cluster_627
Gariss,in,cluster_1656
Cedrik Storm,in,cluster_627
Three-Tooth,in,cluster_200
Patchface,in,cluster_627
Bear Island,in,cluster_1656
House Towers,in,cluster_1656
Helya,in,cluster_200
Greywater Watch,in,cluster_200
Starpike,in,cluster_11
Ulwyck Uller,in,cluster_26
Lucas Tyrell,in,cluster_11
Elwood,in,cluster_1917
Lem,in,cluster_1675
Qhorwyn Hoare,in,cluster_1907
Osney Kettleblack,in,cluster_26
Harbert Paege,in,cluster_1917
Southshield,in,cluster_11
The Twins,in,cluster_1675
House Burley,in,cluster_1656
House Lolliston,in,cluster_1917
Tanton Fossoway,in,cluster_11
Belwas,in,cluster_26
Cedric Payne,in,cluster_35
Scattered (formerly Riverrun),in,cluster_1917
Elyas Willum,in,cluster_11
Alebelly,in,cluster_1656
Aurane Waters,in,cluster_26
Simon Leygood,in,cluster_11
Coldmoat (formally),in,cluster_1675
Arys Oakheart,in,cluster_1917
Honeyholt,in,cluster_11
Horn Hill,in,cluster_11
Podrick Payne,in,cluster_35
Ormond Yronwood,in,cluster_26
Turnip,in,cluster_1656
Nymeria Sand,in,cluster_26
Sigfry Stonetree,in,cluster_200
Ricasso,in,cluster_26
Dunstonbury (formerly),in,cluster_1656
Golden Tooth,in,cluster_35
Triston,in,cluster_627
Ronnel Harclay,in,cluster_1656
Tallad,in,cluster_26
Merianne Frey,in,cluster_1675
Rennifer Longwaters,in,cluster_26
Blackcrown,in,cluster_11
Stokeworth,in,cluster_11
Nute,in,cluster_200
Sargon Botley,in,cluster_200
Harrag Sharp,in,cluster_200
Illyrio's first wife,in,cluster_26
Edwyn Osgrey,in,cluster_1675
Kennos of Kayce,in,cluster_200
Raventree Hall,in,cluster_1656
Tomard,in,cluster_1656
Joss Stilwood,in,cluster_1675
Marissa Frey,in,cluster_1675
Lorent Tyrell,in,cluster_11
Bluetooth,in,cluster_200
Gerald Gower,in,cluster_627
Samwell Tarly,in,cluster_11
Kromm,in,cluster_200
Extinct,in,cluster_1917
